feature,baseline_macro_f1,importance_mean,importance_std,score_after_permutation_mean
class_1_has_top_word,0.7272662318711288,0.0,0.0,0.7272662318711288
random_baseline_feature,0.7272662318711288,0.0,0.0,0.7272662318711288
num_semicolons,0.7272662318711288,0.0,0.0,0.7272662318711288
has_bad_quality,0.7272662318711288,0.0,0.0,0.7272662318711288
has_refund,0.7272662318711288,0.0,0.0,0.7272662318711288
num_size_words,0.7272662318711288,0.0,0.0,0.7272662318711288
num_positive_words,0.7272662318711288,-3.0036532880028944e-06,0.00031328184668089596,0.7272692355244168
char_svd_90,0.7272662318711288,-7.5449137883154546e-06,0.00034712653986146956,0.7272737767849171
has_good_quality,0.7272662318711288,-1.0673659014526216e-05,0.00018323848373759502,0.7272769055301433
word_svd_109,0.7272662318711288,-1.906962116857702e-05,0.0007126998456511372,0.7272853014922974
word_svd_116,0.7272662318711288,-2.6351452622663808e-05,0.0003876127760854292,0.7272925833237515
char_svd_127,0.7272662318711288,-3.385287486354915e-05,0.0003910641265480914,0.7273000847459924
word_svd_117,0.7272662318711288,-4.4641381530463596e-05,0.0007281428720258712,0.7273108732526593
word_svd_8,0.7272662318711288,-4.665093952207489e-05,0.0007292908137671022,0.7273128828106509
has_liked,0.7272662318711288,-5.91025146138513e-05,0.0001182050292277026,0.7273253343857427
char_svd_123,0.7272662318711288,-6.308483968362478e-05,0.00026186512911589654,0.7273293167108125
num_colons,0.7272662318711288,-7.696630750095857e-05,0.0002405290338911073,0.7273431981786298
class_0_top_match_count,0.7272662318711288,-7.724782946028075e-05,0.0005250283880719318,0.7273434797005891
char_svd_63,0.7272662318711288,-8.134825182968264e-05,0.0007369114555320515,0.7273475801229585
num_sentences,0.7272662318711288,-9.025395261368363e-05,0.0006655873681750164,0.7273564858237425
char_svd_51,0.7272662318711288,-9.484667083052845e-05,0.000642943097995101,0.7273610785419593
sentiment_lexicon_diff,0.7272662318711288,-9.982024297883196e-05,0.0016268039785028356,0.7273660521141077
char_svd_131,0.7272662318711288,-0.00010308944305899015,0.0007219786994995439,0.7273693213141879
num_words_raw,0.7272662318711288,-0.00010328022438246264,0.0003051091593078504,0.7273695120955113
word_svd_150,0.7272662318711288,-0.00011497474942998576,0.0004773258342917817,0.7273812066205588
char_svd_23,0.7272662318711288,-0.00011551765529196344,0.0006928457522961763,0.7273817495264208
char_svd_128,0.7272662318711288,-0.0001275352443577793,0.0007401335251593348,0.7273937671154866
char_svd_134,0.7272662318711288,-0.00012991265820128106,0.00015126516282352906,0.7273961445293301
char_svd_19,0.7272662318711288,-0.00013264806709039066,0.0009249304731357909,0.7273988799382192
char_svd_97,0.7272662318711288,-0.00013634089991696464,0.0005322717705580902,0.7274025727710458
